,admin2Name,Name (merged),ADM2_PCODE,lat,lon,,,,,,,
603,Paratebueno,Paratebueno,CO25530,4.375277777777777,-73.21305555555556,,,,,,,
432,Pasca,Pasca,CO25535,4.3075,-74.30083333333333,,,,,,,
289,"Patía, Cauca",Patía,CO19532,2.1666666666666665,-77.08333333333333,,,,,,,
290,Pauna,Pauna,CO15531,5.666666666666667,-73.98333333333333,,,,,,,
398,"Paya, Boyacá",Paya,CO15533,5.633333333333333,-72.43333333333334,,,,,,,
291,Paz de Ariporo,Paz de Ariporo,CO85250,5.883333333333333,-71.9,,,,,,,
725,Paz de Río,Paz de Río,CO15537,5.983333333333333,-72.75,,,,,,,
467,"Pedraza, Magdalena",Pedraza,CO47541,10.183333333333334,-74.91666666666667,,,,,,,
364,Pelaya,Pelaya,CO20550,8.683333333333334,-73.66666666666667,,,,,,,
85,"Pensilvania, Caldas",Pensilvania,CO17541,5.5,-75.08333333333333,,,,,,,
292,"Peque, Antioquia",Peque,CO05543,7.016666666666667,-75.91666666666667,,,,,,,
433,Pesca,Pesca,CO15542,5.583333333333333,-73.05,,,,,,,
973,Piamonte,Piamonte,CO19533,1.1158,-76.3261,,,,,,,
1055,Piedecuesta,Piedecuesta,CO68547,7.083333333333333,-73,,,,,,,
434,Piedras,Piedras,CO73547,4.5,-74.91666666666667,,,,,,,
895,"Piendamó, Cauca",Piendamó - Tunía,CO19548,2.6408055555555556,-76.52838888888888,,,,,,,
727,"Pijao, Quindío",Pijao,CO63548,4.333333333333333,-75.7,,,,,,,
974,Pijiño,Pijiño del Carmen,CO47545,9.333333333333334,-74.45,,,,,,,
203,Pinchote,Pinchote,CO68549,6.533333333333333,-73.18333333333334,,,,,,,
726,Pinillos,Pinillos,CO13549,8.916666666666666,-74.46666666666667,,,,,,,
150,"Pinto, Magdalena",Santa Bárbara de Pinto,CO47720,9.433333333333334,-74.7,,,,,,,
698,Piojó,Piojó,CO08549,10.75,-75.11666666666666,,,,,,,
699,"Pital, Huila",Pital,CO41548,2.987,-75.826,,,,,,,
728,Pitalito,Pitalito,CO41551,1.8989138888888888,-76.04186944444444,,,,,,,
1057,Pivijay,Pivijay,CO47551,10.466666666666667,-74.61666666666666,,,,,,,
521,Planadas,Planadas,CO73555,,,,,,,,,
729,Planeta Rica,Planeta Rica,CO23555,8.408888888888889,-75.58194444444445,,,,,,,
813,"Plato, Magdalena",Plato,CO47555,9.791944444444445,-74.78722222222223,,,,,,,
151,"Policarpa, Nariño",Policarpa,CO52540,1.6333333333333333,-77.46666666666667,,,,,,,
152,Polonuevo,Polonuevo,CO08558,10.783333333333333,-74.86666666666666,,,,,,,
435,Ponedera,Ponedera,CO08560,10.65,-74.75,,,,,,,
399,Popayán,Popayán,CO19001,2.454166666666667,-76.60916666666667,,,,,,,
814,"Pore, Casanare",Pore,CO85263,5.72722,-71.9947,,,,,,,
1098,"Potosí, Nariño",Potosí,CO52560,0.8080555555555556,-77.57277777777777,,,,,,,
1058,Pradera,Pradera,CO76563,3.4166666666666665,-76.16666666666667,,,,,,,
911,"Prado, Tolima",Prado,CO73563,3.75,-74.83333333333333,,,,,,,
815,Providencia and Santa Catalina Islands,Providencia,CO52565,13.35,-81.36666666666666,,,,,,,
468,"Providencia, Nariño",Providencia,CO88564,1.238888888888889,-77.5975,,,,,,,
522,Pueblo Bello,Pueblo Bello,CO20570,10.416666666666666,"-
73.58333333333333",,,,,,,
907,"Pueblo Nuevo, Córdoba",Pueblo Nuevo,CO23570,8.50083,-75.5072,,,,,,,
730,"Pueblo Rico, Risaralda",Pueblo Rico,CO66572,5.25,-76.16666666666667,,,,,,,
86,"Pueblo Viejo, Magdalena",Pueblo viejo,CO47570,10.9972,-74.2875,,,,,,,
172,Pueblorrico,Pueblorrico,CO05576,5.8,-75.85,,,,,,,
975,Puente Aranda,Puente Aranda,NA,4.6125,-74.10666666666665,,,,,,,
816,"Puente Nacional, Santander",Puente Nacional,CO68572,5.883333333333333,-73.68333333333334,,,,,,,
5,Puerres,Puerres,CO52573,0.8816666666666667,-77.50805555555556,,,,,,,
6,Puerto Alegría,Puerto Alegría,CO91530,-1.0333333333333334,-74.03333333333333,,,,,,,
877,Puerto Arica,Puerto Arica,CO91536,-2.1480555555555556,-71.75333333333333,,,,,,,
87,Puerto Asís,Puerto Asís,CO86568,0.5166666666666666,-76.5,,,,,,,
294,Puerto Berrío,Puerto Berrío,CO05579,6.49,-74.4025,,,,,,,
878,Puerto Boyacá,Puerto Boyacá,CO15572,6,-74.41666666666667,,,,,,,
1123,Puerto Caicedo,Puerto Caicedo,CO86569,0.685,-76.60444444444444,,,,,,,
759,Puerto Carreño,Puerto Carreño,CO99001,6.183333333333334,-67.46666666666667,,,,,,,
523,"Puerto Colombia,_Guainía",Puerto Colombia,CO08573,2.6833333333333336,-72.76666666666667,,,,,,,
760,"Puerto Colombia,_Magdalena",Puerto Colombia,CO94884,11.016667,-74.883333,,,,,,,
879,Puerto Concordia,Puerto Concordia,CO50450,2.683333,-72.766667,,,,,,,
880,"Puerto Escondido, Córdoba",Puerto Escondido,CO23574,8.95,-76.25,,,,,,,
524,Puerto Gaitán,Puerto Gaitán,CO50568,4.31417,-72.0825,,,,,,,
761,Puerto Guzmán,Puerto Guzmán,CO86571,0.9666666666666667,-76.58333333333333,,,,,,,
762,Puerto Leguízamo,Puerto Leguízamo,CO86573,-0.1938888888888889,-74.78055555555555,,,,,,,
88,Puerto Libertador,Puerto Libertador,CO23580,7.90667,-75.6733,,,,,,,
0,Puerto Lleras,Puerto Lleras,CO50577,3.2694444444444444,-73.375,,,,,,,
976,"Puerto López, Meta",Puerto López,CO50573,4.083333333333333,-72.96666666666667,,,,,,,
384,Puerto Nare,Puerto Nare,CO05585,6.19167,-74.5867,,,,,,,
763,Puerto Nariño,Puerto Nariño,CO91540,-3.7733333333333334,-70.38194444444444,,,,,,,
137,Puerto Parra,Puerto Parra,CO68573,6.65,-74.06666666666666,,,,,,,
604,"Puerto Rico, Caquetá",Puerto Rico,CO18592,1.91417,-75.145,,,,,,,
7,"Puerto Rico, Meta",Puerto Rico,CO50590,2.9383333333333335,-73.20833333333334,,,,,,,
861,Puerto Rondón,Puerto Rondón,CO81591,6.283333333333333,-71.1,,,,,,,
436,Puerto Salgar,Puerto Salgar,CO25572,5.5,-74.58333333333333,,,,,,,
89,"Puerto Santander, Amazonas",Puerto Santander,CO54553,-0.6191666666666666,-72.38333333333334,,,,,,,
977,"Puerto Santander, Norte de Santander",Puerto Santander,CO91669,8.36361,-72.4075,,,,,,,
605,"Puerto Tejada, Cauca",Puerto Tejada,CO19573,3.25,-76.41666666666667,,,,,,,
817,Puerto Triunfo,Puerto Triunfo,CO05591,5.866666666666667,-74.65,,,,,,,
1059,Puerto Wilches,Puerto Wilches,CO68575,7.35,-73.9,,,,,,,
525,"Pulí, Cundinamarca",Pulí,CO25580,4.683333333333334,-74.71666666666667,,,,,,,
606,Pupiales,Pupiales,CO52585,0.8666666666666667,-77.65,,,,,,,
607,Puracé,Puracé,CO19585,2.25,-76.416667,,,,,,,
497,"Purificación, Tolima",Purificación,CO73585,3.8666666666666667,-74.93333333333334,,,,,,,
896,Purísima,Purísima de la Concepción,CO23586,9.233333333333333,-75.73333333333333,,,,,,,
908,Quebradanegra,Quebradanegra,CO25592,5.1177777777777775,-74.47916666666667,,,,,,,
296,Quetame,Quetame,CO25594,4.330277777777778,-73.86277777777777,,,,,,,
608,Quibdó,Quibdó,CO27001,5.692222222222222,-76.65805555555556,,,,,,,
173,"Quimbaya, Quindío",Quimbaya,CO63594,4.633333333333333,-75.75,,,,,,,
862,Quinchía,Quinchía,CO66594,5.3378499999999995,-75.72964722222223,,,,,,,
297,Quípama,Quípama,CO15580,5.516666666666667,-74.18333333333334,,,,,,,
299,Quipile,Quipile,CO25596,4.743333333333333,-74.56666666666666,,,,,,,
400,"Rafael Uribe Uribe, Bogotá",Rafael Uribe Uribe,NA,4.579722222222222,-74.11749999999999,,,,,,,
90,Ragonvalia,Ragonvalia,CO54599,7.583333333333333,-72.48333333333333,,,,,,,
731,Ramiriquí,Ramiriquí,CO15599,5.4,"-
73.33333333333333",,,,,,,
153,Ráquira,Ráquira,CO15600,5.533333333333333,-73.63333333333334,,,,,,,
764,Recetor,Recetor,CO85279,5.233333333333333,-72.76666666666667,,,,,,,
1099,Regidor,Regidor,CO13580,8.666667,-73.833333,,,,,,,
91,"Remedios, Antioquia",Remedios,CO05604,7.0275,-74.69388888888889,,,,,,,
609,Remolino,Remolino,CO47605,10.666666666666666,-74.58333333333333,,,,,,,
818,Repelón,Repelón,CO08606,10.55,-75.13333333333334,,,,,,,
469,"Restrepo, Meta",Restrepo,CO50606,4.25,-73.5667,,,,,,,
498,"Restrepo, Valle del Cauca",Restrepo,CO76606,3.825,-76.525,,,,,,,
499,"Retiro, Antioquia",Retiro,CO05607,6.057222222222222,-75.5025,,,,,,,
1060,"Ricaurte, Cundinamarca",Ricaurte,CO25612,4.279166666666667,-74.77277777777778,,,,,,,
1100,"Ricaurte, Nariño",Ricaurte,CO52612,1.2108333333333332,-77.99333333333334,,,,,,,
660,"Río de Oro, Cesar",Río de Oro,CO20614,8,-73.5,,,,,,,
92,Río Iró,Río Iró,CO27580,5.18333,-76.4833,,,,,,,
978,Río Quito,Río Quito,CO27600,5.482777777777778,-76.73972222222223,,,,,,,
365,Río Viejo,Río Viejo,CO13600,8.59,-73.8436,,,,,,,
500,Rioblanco,Rioblanco,CO73616,3.5,-75.83333333333333,,,,,,,
366,"Riofrío, Valle del Cauca",Riofrío,CO76616,4.1561111111111115,-76.28777777777778,,,,,,,
700,Riohacha Municipality,Riohacha,CO44001,11.544167, -72.906944,,,,,,,
819,Rionegro,Rionegro,CO05615,6.1535472222222225,-75.37424999999999,,,,,,,
1101,"Rionegro, Santander",Rionegro,CO68615,7.15361,-73.1536,,,,,,,
1061,"Riosucio, Caldas",Riosucio,CO17614,5.420833333333333,-75.7025,,,,,,,
298,"Riosucio, Chocó",Riosucio,CO27615,7.44056,-77.1189,,,,,,,
438,"Risaralda, Caldas",Risaralda,CO17616,5.166666666666667,-75.75,,,,,,,
1062,"Rivera, Huila",Rivera,CO41615,2.78528,-75.2589,,,,,,,
979,Roberto Payán,Roberto Payán,CO52621,1.6966666666666668,-78.24527777777777,,,,,,,
154,Roldanillo,Roldanillo,CO76622,4.416666666666667,-76.15,,,,,,,
93,"Roncesvalles, Tolima",Roncesvalles,CO73622,4.016666666666667,-75.6,,,,,,,
155,"Rondón, Boyacá",Rondón,CO15621,5.356667,-73.208611,,,,,,,
401,"Rosas, Cauca",Rosas,CO19622,2.2666666666666666,-76.75,,,,,,,
732,"Rovira, Tolima",Rovira,CO73624,4.25,-75.33333333333333,,,,,,,
94,Sabana de Torres,Sabana de Torres,CO68655,7.4,-73.5,,,,,,,
300,"Sabanagrande, Atlántico",Sabanagrande,CO08634,10.8,-74.75,,,,,,,
402,"Sabanalarga, Antioquia",Sabanalarga,CO05628,6.853,-75.821,,,,,,,
326,"Sabanalarga, Atlántico",Sabanalarga,CO08638,6.85,-75.81666666666666,,,,,,,
526,"Sabanalarga, Casanare",Sabanalarga,CO85300,4.85361,-73.0431,,,,,,,
701,Sabanas de San Ángel,Sabanas de San Ángel,CO47660,10.0333,-74.2167,,,,,,,
367,"Sabaneta, Antioquia",Sabaneta,CO05631,6.15,-75.6,,,,,,,
733,Saboyá,Saboyá,CO15632,5.7,-73.76666666666667,,,,,,,
863,Sácama,Sácama,CO85315,6.1,-72.25,,,,,,,
897,Sáchica,Sáchica,CO15638,"
5.583333333333333",-73.55,,,,,,,
95,"Sahagún, Córdoba",Sahagún,CO23660,8.95,-75.45,,,,,,,
301,Saladoblanco,Saladoblanco,CO41660,2.0166666666666666,-76.05,,,,,,,
368,"Salamina, Caldas",Salamina,CO17653,5.40833,-75.49,,,,,,,
820,"Salamina, Magdalena",Salamina,CO47675,10.4933,-74.7983,,,,,,,
1015,Salazar de las Palmas,Salazar,CO54660,7.773611111111111,-72.81222222222222,,,,,,,
702,Saldaña,Saldaña,CO73671,3.93472,-75.0203,,,,,,,
471,"Salento, Quindío",Salento,CO63690,4.633333333333333,-75.56666666666666,,,,,,,
96,Salgar,Salgar,CO05642,5.961666666666667,-75.97527777777778,,,,,,,
527,Samacá,Samacá,CO15646,5.5,-73.48333333333333,,,,,,,
912,"Samaná, Caldas",Samaná,CO17662,5.583333333333333,-74.91666666666667,,,,,,,
980,"Samaniego, Nariño",Samaniego,CO52678,1.35,-77.6,,,,,,,
528,Sampués,Sampués,CO70670,9.183333333333334,-75.38333333333334,,,,,,,
610,"San Agustín, Huila",San Agustín,CO41668,1.9,-76.28333333333333,,,,,,,
1063,"San Alberto, Cesar",San Alberto,CO20710,7.7525,-73.3892,,,,,,,
1016,San Andrés de Cuerquia,San Andrés de Cuerquía,CO05647,6.914444444444444,-75.67583333333334,,,,,,,
981,San Andrés de Sotavento,San Andrés de Sotavento,CO23670,9.15,-75.5,,,,,,,
529,"San Andrés, San Andrés y Providencia",San Andrés,CO68669,12.584722222222222,-81.70055555555555,,,,,,,
611,"San Andrés, Santander",San Andrés,CO88001,6.81278,-72.8536,,,,,,,
,Tumaco,San Andrés de Tumaco,CO52835,1.806667,-78.764722,,,,,,,
821,San Antero,San Antero,CO23672,9.383333333333333,-75.75,,,,,,,
864,San Antonio del Tequendama,San Antonio del Tequendama,CO25645,4.632777777777778,-74.35222222222221,,,,,,,
765,"San Antonio, Tolima",San Antonio,CO73675,3.9166666666666665,-75.5,,,,,,,
97,San Benito Abad,San Benito Abad,CO70678,8.933333333333334,-75.03333333333333,,,,,,,
530,"San Benito, Santander",San Benito,CO68673,,,,,,,,,
612,San Bernardo del Viento,San Bernardo del Viento,CO23675,9.35,-75.95,,,,,,,
865,"San Bernardo, Cundinamarca",San Bernardo,CO25649,4.178888888888889,-74.42222222222223,,,,,,,
174,"San Bernardo, Nariño",San Bernardo,CO52685,1.5108333333333333,-77.04666666666667,,,,,,,
206,San Calixto,San Calixto,CO54670,8.4,-73.21666666666667,,,,,,,
472,San Carlos de Guaroa,San Carlos,CO05649,,,,,,,,,
302,"San Carlos, Antioquia",San Carlos,CO23678,6.18972,-74.9969,,,,,,,
207,"San Carlos, Córdoba",San Carlos de Guaroa,CO50680,8.80056,-75.7022,,,,,,,
671,"San Cayetano, Cundinamarca",San Cayetano,CO25653,5.332222222222222,-74.02555555555556,,,,,,,
208,"San Cayetano, Norte de Santander",San Cayetano,CO54673,7.88028,-72.6278,,,,,,,
98,"San Cristóbal, Bogotá",San Cristobal,NA,4.564722222222222,-74.08333333333333,,,,,,,
613,"San Cristóbal, Bolívar",San Cristóbal,CO13620,9.88333,-75.25,,,,,,,
881,"San Diego, Cesar",San Diego,CO20750,10.3375,-73.1825,,,,,,,
982,"San Eduardo, Boyacá",San Eduardo,CO15660,5.2225,-73.07694444444444,,,,,,,
209,"San Estanislao, Bolívar",San Estanislao,CO13647,10.4,-75.15,,,,,,,
99,"San Felipe, Guainía",San Felipe,CO94883,2.90556,-67.0856,,,,,,,
983,"San Fernando, Bolívar",San Fernando,CO13650,9.279722222222222,-74.53388888888888,,,,,,,
100,"San Francisco, Antioquia",San Francisco,CO05652,5.964166666666667,-75.10166666666666,,,,,,,
984,"San Francisco, Cundinamarca",San Francisco,CO25658,4.971111111111111,-74.28916666666666,,,,,,,
303,"San Francisco, Putumayo",San Francisco,CO86755,1.1747222222222222,-76.87972222222221,,,,,,,
531,San Gil,San Gil,CO68679,6.559166666666666,-73.135,,,,,,,
675,"San Jacinto, Bolívar",San Jacinto,CO13654,9.831111,-75.121944,,,,,,,
501,San Jacinto del Cauca,San Jacinto del Cauca,CO13655,8.25,-74.7167,,,,,,,
369,"San Jerónimo, Antioquia",San Jerónimo,CO05656,6.441666666666667,-75.72777777777777,,,,,,,
1017,"San Joaquín, Santander",San Joaquín,CO68682,,,,,,,,,
766,San José de la Montaña,San José de la Montaña,CO05658,7.583333333333333,-72.71666666666667,,,,,,,
948,San José de Miranda,San José de Miranda,CO68684,6.658888888888889,-72.73305555555555,,,,,,,
614,San José de Pare,San José de Pare,CO15664,6.016666666666667,-73.55,,,,,,,
101,San José de Uré,San José de Uré,CO23682,7.783333333333333,-75.53333333333333,,,,,,,
661,San José del Guaviare,San José del Guaviare,CO95001,2.5666666666666664,-72.63333333333334,,,,,,,
210,San José del Palmar,San José del Palmar,CO27660,4.966666666666667,-76.23333333333333,,,,,,,
767,"San José, Caldas",San José,CO17665,5.09,-75.78999999999999,,,,,,,
823,San Jose del Fragua,San José del Fragua,CO18610,1.328611,-75.972778,,,,,,,
304,San Juan Betulia,San Juan Betulia,CO70702,9.27556,-75.2456,,,,,,,
403,San Juan de Arama,San Juan de Arama,CO50683,3.373611,-73.876667,,,,,,,
102,San Juan de Girón,San Juan de Girón,NA,7.070833333333333,-73.17305555555556,,,,,,,
1064,San Juan de Rioseco,San Juan de Rioseco,CO25662,4.8486111111111105,-74.62055555555555,,,,,,,
1018,San Juan de Urabá,San Juan de Urabá,CO05659,8.766666666666666,-76.53333333333333,,,,,,,
211,San Juan del Cesar,San Juan del Cesar,CO44650,10.766666666666666,-73,,,,,,,
473,"San Juan Nepomuceno, Bolívar",San Juan Nepomuceno,CO13657,9.95,-75.08333333333333,,,,,,,
768,"San Juanito, Meta",San Juanito,CO50686,4.45861,-73.6731,,,,,,,
305,"San Lorenzo, Nariño",San Lorenzo,CO52687,1.50389,-77.2178,,,,,,,
306,San Luis de Gaceno,San Luis de Gaceno,CO15667,4.820163888888889,-73.16841666666667,,,,,,,
882,San Luis de Palenque,San Luis de Palenque,CO85325,5.416666666666667,-71.73333333333333,,,,,,,
985,"San Luis, Antioquia",San Luis,CO05660,6.042222222222222,-74.99333333333334,,,,,,,
1019,"San Luis, Tolima",San Luis,CO73678,4.13611,-75.0994,,,,,,,
307,"San Marcos, Sucre",San Marcos,CO70708,8.661111111111111,-75.13472222222222,,,,,,,
212,San Martín de Loba,San Martín,CO20770,8.833333333333334,-73.91666666666667,,,,,,,
824,"San Martín, Cesar",San Martín,CO50689,8.047222222222222,-73.51527777777778,,,,,,,
825,"San Martín, Meta",San Martín de Loba,CO13667,3.69444,-73.6936,,,,,,,
103,"San Mateo, Boyacá",San Mateo,CO15673,6.402500000000001,-72.55499999999999,,,,,,,
104,San Miguel de Sema,San Miguel,CO68686,5.55,-73.75,,,,,,,
1020,"San Miguel, Putumayo",San Miguel,CO86757,0.3436111111111111,-76.91083333333334,,,,,,,
1102,"San Miguel, Santander",San Miguel de Sema,CO15676,6.576111111111111,-72.64583333333334,,,,,,,
105,"San Onofre, Sucre",San Onofre,CO70713,9.733333333333333,-75.53333333333333,,,,,,,
106,San Pablo de Borbur,San Pablo de Borbur,CO15681,5.75,-74.08333333333333,,,,,,,
734,"San Pablo, Bolívar",San Pablo,CO52693,7.4825,-73.92500000000001,,,,,,,
439,"San Pablo, Nariño",San Pablo,CO13670,1.6725,-77.0139,,,,,,,
988,San Pedro de Cartago,San Pedro de Cartago,CO52694,1.5666666666666667,-77.11666666666666,,,,,,,
386,San Pedro de los Milagros,San Pedro de los Milagros,CO05664,6.45,-75.55,,,,,,,
112,San Pedro de Urabá,San Pedro de Urabá,CO05665,8.283333333333333,-76.38333333333334,,,,,,,
737,"San Pedro, Sucre",San Pedro,CO70717,8.73333,-74.7167,,,,,,,
822,"San Pedro, Valle del Cauca",San Pedro,CO76670,4,-76.2292,,,,,,,
735,San Pelayo,San Pelayo,CO23686,8.966667,-75.85,,,,,,,
107,"San Rafael, Antioquia",San Rafael,CO05667,6.2975,-75.0314,,,,,,,
986,"San Roque, Antioquia",San Roque,CO05670,6.485277777777778,"-
75.01972222222223",,,,,,,
213,San Sebastián de Buenavista,San Sebastián de Buenavista,CO47692,9.240277777777777,-74.35555555555555,,,,,,,
515,"San Sebastián, Cauca",San Sebastián,CO19693,,,,,,,,,
199,San Vicente de Chucurí,San Vicente de Chucurí,CO68689,6.883333333333333,-73.41666666666667,,,,,,,
108,San Vicente del Caguán,San Vicente del Caguán,CO18753,"
2.1166666666666667",-74.76666666666667,,,,,,,
175,"San Vicente, Antioquia",San Vicente Ferrer,CO05674,6.281944444444444,-75.33222222222221,,,,,,,
987,San Zenón,San Zenón,CO47703,9.333333333333334,-74.3,,,,,,,
1065,Sandona,Sandoná,CO52683,1.2833333333333332,-77.46666666666667,,,,,,,
156,"Santa Ana, Magdalena",Santa Ana,CO47707,9.319,-74.57,,,,,,,
308,"Santa Bárbara, Antioquia",Santa Bárbara,CO05679,5.874722222222223,-75.56611111111111,,,,,,,
703,"Santa Bárbara, Santander",Santa Bárbara,CO68705,6.990277777777778,-72.90666666666667,,,,,,,
736,"Santa Barbara, Nariño",Santa Bárbara,CO52696,2.44444,-77.9717,,,,,,,
909,"Santa Catalina, Bolívar",Santa Catalina,CO13673,13.388333,-81.373611,,,,,,,
109,Santa Cruz de Lorica,Santa Cruz de Lorica,NA,9.23167,-75.8197,,,,,,,
309,Santa Cruz de Mompox,Santa Cruz de Mompox,NA,9.233333333333333,-74.41666666666667,,,,,,,
215,Santa Fe de Antioquia,Santa Fé de Antioquia,CO05042,6.55,-75.81666666666666,,,,,,,
214,"Santa Fe, Bogotá",Santa Fe de Bogotá,NA,4.613888888888889,-74.0786111111111,,,,,,,
441,Santa Helena del Opón,Santa Helena del Opón,CO68720,6.333333333333333,-73.6,,,,,,,
1124,"Santa Isabel, Tolima",Santa Isabel,CO73686,4.71667,-75.1014,,,,,,,
310,"Santa Lucía, Atlántico",Santa Lucía,CO08675,10.316666666666666,-74.95,,,,,,,
827,"Santa María, Boyacá",Santa María,CO15690,4.859999999999999,-73.26277777777777,,,,,,,
311,"Santa María, Huila",Santa María,CO41676,2.95,-75.65,,,,,,,
440,Santa Marta,Santa Marta,CO47001,11.241944444444444,-74.20527777777778,,,,,,,
866,Santa Rosa de Cabal,Santa Rosa de Cabal,CO66682,4.866666666666667,-75.61666666666666,,,,,,,
883,Santa Rosa de Osos,Santa Rosa de Osos,CO05686,6.65,-75.46666666666667,,,,,,,
110,"Santa Rosa de Viterbo, Boyacá",Santa Rosa de Viterbo,CO15693,5.883333333333333,-72.98333333333333,,,,,,,
910,Santa Rosa del Sur,Santa Rosa del Sur,CO13688,7.966666666666667,-74.05,,,,,,,
828,"Santa Rosa, Bolívar",Santa Rosa,CO13683,10.445555555555556,-75.36861111111111,,,,,,,
138,"Santa Rosa, Cauca",Santa Rosa,CO19701,1.72944,-76.6044,,,,,,,
867,"Santa Rosalía, Vichada",Santa Rosalía,CO99624,5.12611,-70.8758,,,,,,,
615,"Santa Sofía, Boyacá",Santa Sofía,CO15696,5.75,-73.58333333333333,,,,,,,
312,"Santacruz, Nariño",Santacruz,CO52699,1.2219444444444445,-77.67722222222223,,,,,,,
313,"Santana, Boyacá",Santana,CO15686,6.057222222222222,-73.48111111111112,,,,,,,
113,Santander de Quilichao,Santander de Quilichao,CO19698,3.0166666666666666,-76.48333333333333,,,,,,,
616,"Santiago, Norte de Santander",Santiago,CO54680,7.916666666666667,-72.66666666666667,,,,,,,
1103,"Santiago, Putumayo",Santiago,CO86760,1.146944,-77.001111,,,,,,,
314,"Santo Domingo, Antioquia",Santo Domingo,CO05690,6.470833333333333,-75.16583333333334,,,,,,,
617,Santo Tomás,Santo Tomás,CO08685,10.766667,-74.916667,,,,,,,
884,"Santuario, Risaralda",Santuario,CO66687,5.072463888888889,-75.96234722222222,,,,,,,
868,Sapuyes,Sapuyes,CO52720,1.0369444444444444,-77.62138888888889,,,,,,,
442,Saravena,Saravena,CO81736,6.955555555555556,-71.87222222222222,,,,,,,
989,Sardinata,Sardinata,CO54720,8.083333333333334,-72.8,,,,,,,
618,Sasaima,Sasaima,CO25718,4.965,-74.43472222222222,,,,,,,
216,Sativanorte,Sativanorte,CO15720,6.131388888888888,-72.7075,,,,,,,
1021,Sativasur,Sativasur,CO15723,6.083333333333333,-72.73333333333333,,,,,,,
1022,"Segovia, Antioquia",Segovia,CO05736,7.078055555555555,-74.70166666666667,,,,,,,
502,Sesquilé,Sesquilé,CO25736,5.045277777777778,-73.79722222222222,,,,,,,
738,"Sevilla, Valle del Cauca",Sevilla,CO76736,4.26889,-75.9361,,,,,,,
619,Siachoque,Siachoque,CO15740,5.5,-73.23333333333333,,,,,,,
316,Sibaté,Sibaté,CO25740,4.490833333333334,-74.25944444444444,,,,,,,
990,Sibundoy,Sibundoy,CO86749,1.2033333333333334,-76.91916666666667,,,,,,,
317,"Silos, Norte de Santander",Silos,CO54743,7.2,-72.76666666666667,,,,,,,
318,Silvania,Silvania,CO25743,4.403333,-74.388056,,,,,,,
387,"Silvia, Cauca",Silvia,CO19743,2.6166666666666667,-76.38333333333334,,,,,,,
158,Simacota,Simacota,CO68745,6.45,-73.33333333333333,,,,,,,
388,Simijaca,Simijaca,CO25745,5.501944444444445,-73.85194444444444,,,,,,,
319,Simití,Simití,CO13744,7.966666666666667,-73.95,,,,,,,
114,Sincé,San Luis de Sincé,CO70742,9.25,-75.15,,,,,,,
115,Sincelejo,Sincelejo,CO70001,9.295,-75.39611111111111,,,,,,,
217,Sipí,Sipí,CO27745,4.65,-76.48333333333333,,,,,,,
620,Sitionuevo,Sitionuevo,CO47745,10.783333333333333,-74.71666666666667,,,,,,,
320,Soacha,Soacha,CO25754,4.587222222222222,-74.2213888888889,,,,,,,
321,Soatá,Soatá,CO15753,6.333333,-72.666667,,,,,,,
322,Socha,Socha,CO15757,6,-72.66666666666667,,,,,,,
443,"Socorro, Santander",Socorro,CO68755,6.533333333333333,-73.2,,,,,,,
1066,Socotá,Socotá,CO15755,6.05,-72.63333333333334,,,,,,,
704,Sogamoso,Sogamoso,CO15759,5.716666666666667,-72.92083333333333,,,,,,,
176,"Solano, Caquetá",Solano,CO18756,0.6983333333333334,-75.2538888888889,,,,,,,
621,"Soledad, Atlántico",Soledad,CO08758,"
10.916666666666666",-74.75,,,,,,,
445,"Solita, Caquetá",Solita,CO18785,0.8666666666666667,-75.65,,,,,,,
992,Somondoco,Somondoco,CO15761,4.98778,-73.4361,,,,,,,
622,Sonsón,Sonsón,CO05756,5.709722222222222,"-
75.31083333333333",,,,,,,
177,Sopetrán,Sopetrán,CO05761,6.501666666666667,"-
75.74333333333334",,,,,,,
623,Soplaviento,Soplaviento,CO13760,10.333333333333334,-75.1,,,,,,,
370,Sopó,Sopó,CO25758,4.916666666666667,-73.93333333333334,,,,,,,
624,"Sora, Boyacá",Sora,CO15762,5.566666666666666,-73.43333333333334,,,,,,,
323,Soracá,Soracá,CO15764,5.5,-73.31666666666666,,,,,,,
324,Sotaquirá,Sotaquirá,CO15763,5.766666666666667,-73.25,,,,,,,
625,"Sotará, Cauca",Sotará - Paispamba,CO19760,2.25,-76.58333333333333,,,,,,,
325,"Suárez, Tolima",Suárez,CO19780,4.55,-74.833333,,,,,,,
626,"Suárez, Cauca",Suárez,CO73770,2.95889,-76.6953,,,,,,,
503,Suaza,Suaza,CO41770,1.9833333333333334,-75.81666666666666,,,,,,,
474,"Suba, Bogotá",Suba ,NA,4.741,-74.084,,,,,,,
404,Subachoque,Subachoque,CO25769,4.928055555555556,-74.17361111111111,,,,,,,
139,"Sucre, Cauca",Sucre,CO19785,2.03333,-76.9167,,,,,,,
116,"Sucre, Santander",Sucre,CO68773,5.923,-73.795,,,,,,,
829,"Sucre, Sucre",Sucre,CO70771,8.81389,-74.7253,,,,,,,
830,Suesca,Suesca,CO25772,5.1,-73.8,,,,,,,
1115,Sumapaz,Sumapaz,NA,4.26,-74.17833333333334,,,,,,,
8,Supatá,Supatá,CO25777,5.061111111111111,-74.23666666666666,,,,,,,
