OBJECTID *,Shape *,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area,,,,,,,,,,,,,,,,,,,,,,,,,
797,Polygon,Saladoblanco,CO41660,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.319639,0.037882,,,,,,,,,,,,,,,,,,,,,,,,,
798,Polygon,Salamina,CO17653,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.138977,0.031647,,,,,,,,,,,,,,,,,,,,,,,,,
799,Polygon,Salamina,CO47675,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,0.55473,0.014078,,,,,,,,,,,,,,,,,,,,,,,,,
800,Polygon,Salazar,CO54660,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.141434,0.04047,,,,,,,,,,,,,,,,,,,,,,,,,
801,Polygon,Saldaña,CO73671,Saldana,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.815846,0.015729,,,,,,,,,,,,,,,,,,,,,,,,,
802,Polygon,Salento,CO63690,<Null>,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.952511,0.028288,,,,,,,,,,,,,,,,,,,,,,,,,
803,Polygon,Salgar,CO05642,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.899828,0.023515,,,,,,,,,,,,,,,,,,,,,,,,,
804,Polygon,Samacá,CO15646,Samaca,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.663349,0.013674,,,,,,,,,,,,,,,,,,,,,,,,,
805,Polygon,Samaná,CO17662,Samana,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.641332,0.06186,,,,,,,,,,,,,,,,,,,,,,,,,
806,Polygon,Samaniego,CO52678,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.768839,0.048973,,,,,,,,,,,,,,,,,,,,,,,,,
807,Polygon,Sampués,CO70670,Sampues,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.005617,0.017591,,,,,,,,,,,,,,,,,,,,,,,,,
808,Polygon,San Agustín,CO41668,San Agustin,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,2.032643,0.112833,,,,,,,,,,,,,,,,,,,,,,,,,
809,Polygon,San Alberto,CO20710,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.58125,0.045102,,,,,,,,,,,,,,,,,,,,,,,,,
810,Polygon,San Andrés,CO68669,San Andres,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.882292,0.023021,,,,,,,,,,,,,,,,,,,,,,,,,
811,Polygon,San Andrés,CO88001,San Andres,<Null>,<Null>,"Archipiélago de San Andrés, Providencia y Santa Catalina",CO88,Colombia,CO,1/1/18,4/16/20,<Null>,0.386967,0.002219,,,,,,,,,,,,,,,,,,,,,,,,,
812,Polygon,San Andrés de Cuerquía,CO05647,San Andres de Cuerquia,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.881958,0.017883,,,,,,,,,,,,,,,,,,,,,,,,,
813,Polygon,San Andrés de Sotavento,CO23670,San Andres de Sotavento,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,0.91712,0.016997,,,,,,,,,,,,,,,,,,,,,,,,,
814,Polygon,San Andrés de Tumaco,CO52835,San Andres de Tumaco,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,6.459217,0.291672,,,,,,,,,,,,,,,,,,,,,,,,,
815,Polygon,San Antero,CO23672,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.019167,0.017063,,,,,,,,,,,,,,,,,,,,,,,,,
816,Polygon,San Antonio,CO73675,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.108703,0.031201,,,,,,,,,,,,,,,,,,,,,,,,,
817,Polygon,San Antonio del Tequendama,CO25645,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.378072,0.007218,,,,,,,,,,,,,,,,,,,,,,,,,
818,Polygon,San Benito,CO68673,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.412158,0.004829,,,,,,,,,,,,,,,,,,,,,,,,,
819,Polygon,San Benito Abad,CO70678,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,2.984972,0.122777,,,,,,,,,,,,,,,,,,,,,,,,,
820,Polygon,San Bernardo,CO25649,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.88264,0.020118,,,,,,,,,,,,,,,,,,,,,,,,,
821,Polygon,San Bernardo,CO52685,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.47025,0.005282,,,,,,,,,,,,,,,,,,,,,,,,,
822,Polygon,San Bernardo del Viento,CO23675,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.048197,0.025977,,,,,,,,,,,,,,,,,,,,,,,,,
823,Polygon,San Calixto,CO54670,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.424469,0.032673,,,,,,,,,,,,,,,,,,,,,,,,,
824,Polygon,San Carlos,CO05649,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.39725,0.058637,,,,,,,,,,,,,,,,,,,,,,,,,
825,Polygon,San Carlos,CO23678,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.492335,0.036683,,,,,,,,,,,,,,,,,,,,,,,,,
826,Polygon,San Carlos de Guaroa,CO50680,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.603313,0.065757,,,,,,,,,,,,,,,,,,,,,,,,,
827,Polygon,San Cayetano,CO25653,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.828099,0.02348,,,,,,,,,,,,,,,,,,,,,,,,,
828,Polygon,San Cayetano,CO54673,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.692697,0.011412,,,,,,,,,,,,,,,,,,,,,,,,,
829,Polygon,San Cristóbal,CO13620,San Cristobal,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,0.301725,0.003488,,,,,,,,,,,,,,,,,,,,,,,,,
830,Polygon,San Diego,CO20750,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,2.20532,0.053287,,,,,,,,,,,,,,,,,,,,,,,,,
831,Polygon,San Eduardo,CO15660,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.434471,0.008927,,,,,,,,,,,,,,,,,,,,,,,,,
832,Polygon,San Estanislao,CO13647,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,0.71587,0.017465,,,,,,,,,,,,,,,,,,,,,,,,,
833,Polygon,San Felipe,CO94883,<Null>,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,4.029719,0.234612,,,,,,,,,,,,,,,,,,,,,,,,,
834,Polygon,San Fernando,CO13650,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.116865,0.026098,,,,,,,,,,,,,,,,,,,,,,,,,
835,Polygon,San Francisco,CO05652,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.14775,0.029091,,,,,,,,,,,,,,,,,,,,,,,,,
836,Polygon,San Francisco,CO25658,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.598626,0.009682,,,,,,,,,,,,,,,,,,,,,,,,,
837,Polygon,San Francisco,CO86755,<Null>,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,1.175495,0.033023,,,,,,,,,,,,,,,,,,,,,,,,,
838,Polygon,San Gil,CO68679,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.713954,0.012005,,,,,,,,,,,,,,,,,,,,,,,,,
839,Polygon,San Jacinto,CO13654,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.349255,0.036494,,,,,,,,,,,,,,,,,,,,,,,,,
840,Polygon,San Jacinto del Cauca,CO13655,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.794835,0.046768,,,,,,,,,,,,,,,,,,,,,,,,,
841,Polygon,San Jerónimo,CO05656,San Jeronimo,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.567214,0.013172,,,,,,,,,,,,,,,,,,,,,,,,,
842,Polygon,San Joaquín,CO68682,San Joaquin,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.597457,0.011695,,,,,,,,,,,,,,,,,,,,,,,,,
843,Polygon,San José,CO17665,San Jose,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.472922,0.004965,,,,,,,,,,,,,,,,,,,,,,,,,
844,Polygon,San José de Cúcuta,CO54001,San Jose de Cucuta,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,2.87702,0.092924,,,,,,,,,,,,,,,,,,,,,,,,,
845,Polygon,San José de la Montaña,CO05658,San Jose de la Montana,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.495454,0.010305,,,,,,,,,,,,,,,,,,,,,,,,,
846,Polygon,San José de Miranda,CO68684,San Jose de Miranda,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.377452,0.006154,,,,,,,,,,,,,,,,,,,,,,,,,
847,Polygon,San José de Pare,CO15664,San Jose de Pare,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.362712,0.006076,,,,,,,,,,,,,,,,,,,,,,,,,
848,Polygon,San José de Toluviejo,CO70823,San Jose de Toluviejo,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.209799,0.023455,,,,,,,,,,,,,,,,,,,,,,,,,
849,Polygon,San José de Uré,CO23682,San Jose de Ure,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.576644,0.043059,,,,,,,,,,,,,,,,,,,,,,,,,
850,Polygon,San José del Fragua,CO18610,San Jose del Fragua,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,2.040837,0.105893,,,,,,,,,,,,,,,,,,,,,,,,,
851,Polygon,San José del Guaviare,CO95001,San Jose del Guaviare,<Null>,<Null>,Guaviare,CO95,Colombia,CO,1/1/18,4/16/20,<Null>,14.096636,1.361322,,,,,,,,,,,,,,,,,,,,,,,,,
852,Polygon,San José del Palmar,CO27660,San Jose del Palmar,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.708335,0.12882,,,,,,,,,,,,,,,,,,,,,,,,,
853,Polygon,San Juan de Arama,CO50683,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,2.444137,0.095129,,,,,,,,,,,,,,,,,,,,,,,,,
854,Polygon,San Juan de Betulia,CO70702,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,0.863346,0.013834,,,,,,,,,,,,,,,,,,,,,,,,,
855,Polygon,San Juan de Rioseco,CO25662,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.944174,0.025603,,,,,,,,,,,,,,,,,,,,,,,,,
856,Polygon,San Juan de Urabá,CO05659,San Juan de Uraba,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.807877,0.020667,,,,,,,,,,,,,,,,,,,,,,,,,
857,Polygon,San Juan del Cesar,CO44650,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,2.509079,0.108571,,,,,,,,,,,,,,,,,,,,,,,,,
858,Polygon,San Juan Nepomuceno,CO13657,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.663275,0.052031,,,,,,,,,,,,,,,,,,,,,,,,,
859,Polygon,San Juanito,CO50686,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,0.66128,0.019339,,,,,,,,,,,,,,,,,,,,,,,,,
860,Polygon,San Lorenzo,CO52687,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.781664,0.020187,,,,,,,,,,,,,,,,,,,,,,,,,
861,Polygon,San Luis,CO05660,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.061664,0.034756,,,,,,,,,,,,,,,,,,,,,,,,,
862,Polygon,San Luis,CO73678,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.562072,0.033563,,,,,,,,,,,,,,,,,,,,,,,,,
863,Polygon,San Luis de Gaceno,CO15667,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.14832,0.038292,,,,,,,,,,,,,,,,,,,,,,,,,
864,Polygon,San Luis de Palenque,CO85325,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,5.18643,0.24341,,,,,,,,,,,,,,,,,,,,,,,,,
865,Polygon,San Luis de Sincé,CO70742,San Luis de Since,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.623285,0.034465,,,,,,,,,,,,,,,,,,,,,,,,,
866,Polygon,San Marcos,CO70708,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.633514,0.079674,,,,,,,,,,,,,,,,,,,,,,,,,
867,Polygon,San Martín,CO20770,San Martin,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,2.201451,0.081449,,,,,,,,,,,,,,,,,,,,,,,,,
868,Polygon,San Martín,CO50689,San Martin,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,6.855189,0.482753,,,,,,,,,,,,,,,,,,,,,,,,,
869,Polygon,San Martín de Loba,CO13667,San Martin de Loba,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.447612,0.036997,,,,,,,,,,,,,,,,,,,,,,,,,
870,Polygon,San Mateo,CO15673,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.534964,0.010119,,,,,,,,,,,,,,,,,,,,,,,,,
871,Polygon,San Miguel,CO68686,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.385658,0.005819,,,,,,,,,,,,,,,,,,,,,,,,,
872,Polygon,San Miguel,CO86757,<Null>,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,1.327584,0.030778,,,,,,,,,,,,,,,,,,,,,,,,,
873,Polygon,San Miguel de Sema,CO15676,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.464968,0.007671,,,,,,,,,,,,,,,,,,,,,,,,,
874,Polygon,San Onofre,CO70713,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,2.080517,0.085255,,,,,,,,,,,,,,,,,,,,,,,,,
875,Polygon,San Pablo,CO13670,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,3.246683,0.16554,,,,,,,,,,,,,,,,,,,,,,,,,
876,Polygon,San Pablo,CO52693,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.502292,0.009068,,,,,,,,,,,,,,,,,,,,,,,,,
877,Polygon,San Pablo de Borbur,CO15681,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.642192,0.015992,,,,,,,,,,,,,,,,,,,,,,,,,
878,Polygon,San Pedro,CO70717,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,0.852531,0.017528,,,,,,,,,,,,,,,,,,,,,,,,,
879,Polygon,San Pedro,CO76670,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.779832,0.016437,,,,,,,,,,,,,,,,,,,,,,,,,
880,Polygon,San Pedro de Cartago,CO52694,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.371762,0.00451,,,,,,,,,,,,,,,,,,,,,,,,,
881,Polygon,San Pedro de los Milagros,CO05664,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.828154,0.018049,,,,,,,,,,,,,,,,,,,,,,,,,
882,Polygon,San Pedro de Urabá,CO05665,San Pedro de Uraba,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.709548,0.04939,,,,,,,,,,,,,,,,,,,,,,,,,
883,Polygon,San Pelayo,CO23686,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.853383,0.036593,,,,,,,,,,,,,,,,,,,,,,,,,
884,Polygon,San Rafael,CO05667,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.039592,0.029734,,,,,,,,,,,,,,,,,,,,,,,,,
885,Polygon,San Roque,CO05670,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.220798,0.034722,,,,,,,,,,,,,,,,,,,,,,,,,
886,Polygon,San Sebastián,CO19693,San Sebastian,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.083606,0.033988,,,,,,,,,,,,,,,,,,,,,,,,,
887,Polygon,San Sebastián de Buenavista,CO47692,San Sebastian de Buenavista,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.362195,0.036021,,,,,,,,,,,,,,,,,,,,,,,,,
888,Polygon,San Sebastián de Mariquita,CO73443,San Sebastian de Mariquita,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.839411,0.023924,,,,,,,,,,,,,,,,,,,,,,,,,
889,Polygon,San Vicente de Chucurí,CO68689,San Vicente de Chucuri,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,2.434392,0.091329,,,,,,,,,,,,,,,,,,,,,,,,,
890,Polygon,San Vicente del Caguán,CO18753,San Vicente del Caguan,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,10.799169,1.419325,,,,,,,,,,,,,,,,,,,,,,,,,
891,Polygon,San Vicente Ferrer,CO05674,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.771037,0.018827,,,,,,,,,,,,,,,,,,,,,,,,,
892,Polygon,San Zenón,CO47703,San Zenon,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.116718,0.022129,,,,,,,,,,,,,,,,,,,,,,,,,
893,Polygon,Sandoná,CO52683,Sandona,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.485121,0.008228,,,,,,,,,,,,,,,,,,,,,,,,,
894,Polygon,Santa Ana,CO47707,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,3.197414,0.09226,,,,,,,,,,,,,,,,,,,,,,,,,
895,Polygon,Santa Bárbara,CO05679,Santa Barbara,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.852976,0.016008,,,,,,,,,,,,,,,,,,,,,,,,,
896,Polygon,Santa Bárbara,CO52696,Santa Barbara,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,2.352833,0.099125,,,,,,,,,,,,,,,,,,,,,,,,,
897,Polygon,Santa Bárbara,CO68705,Santa Barbara,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.893011,0.018095,,,,,,,,,,,,,,,,,,,,,,,,,
898,Polygon,Santa Bárbara de Pinto,CO47720,Santa Barbara de Pinto,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.232078,0.040733,,,,,,,,,,,,,,,,,,,,,,,,,
899,Polygon,Santa Catalina,CO13673,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.05104,0.01427,,,,,,,,,,,,,,,,,,,,,,,,,
900,Polygon,Santa Fé de Antioquia,CO05042,Santa Fe de Antioquia,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.121684,0.042929,,,,,,,,,,,,,,,,,,,,,,,,,
901,Polygon,Santa Helena del Opón,CO68720,Santa Helena del Opon,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.974596,0.030556,,,,,,,,,,,,,,,,,,,,,,,,,
902,Polygon,Santa Isabel,CO73686,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.237294,0.022015,,,,,,,,,,,,,,,,,,,,,,,,,
903,Polygon,Santa Lucía,CO08675,Santa Lucia,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.421874,0.004734,,,,,,,,,,,,,,,,,,,,,,,,,
904,Polygon,Santa María,CO15690,Santa Maria,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.049963,0.025239,,,,,,,,,,,,,,,,,,,,,,,,,
905,Polygon,Santa María,CO41676,Santa Maria,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.866627,0.027586,,,,,,,,,,,,,,,,,,,,,,,,,
906,Polygon,Santa Marta,CO47001,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,3.12952,0.194233,,,,,,,,,,,,,,,,,,,,,,,,,
907,Polygon,Santa Rosa,CO13683,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,0.611661,0.012767,,,,,,,,,,,,,,,,,,,,,,,,,
908,Polygon,Santa Rosa,CO19701,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,3.245359,0.293595,,,,,,,,,,,,,,,,,,,,,,,,,
909,Polygon,Santa Rosa de Cabal,CO66682,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,1.256845,0.044278,,,,,,,,,,,,,,,,,,,,,,,,,
910,Polygon,Santa Rosa de Osos,CO05686,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.890562,0.070682,,,,,,,,,,,,,,,,,,,,,,,,,
911,Polygon,Santa Rosa de Viterbo,CO15693,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.72684,0.009527,,,,,,,,,,,,,,,,,,,,,,,,,
912,Polygon,Santa Rosa del Sur,CO13688,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,3.348445,0.195325,,,,,,,,,,,,,,,,,,,,,,,,,
913,Polygon,Santa Rosalía,CO99624,Santa Rosalia,<Null>,<Null>,Vichada,CO99,Colombia,CO,1/1/18,4/16/20,<Null>,3.296708,0.316732,,,,,,,,,,,,,,,,,,,,,,,,,
914,Polygon,Santa Sofía,CO15696,Santa Sofia,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.42103,0.006332,,,,,,,,,,,,,,,,,,,,,,,,,
915,Polygon,Santacruz,CO52699,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.291819,0.043751,,,,,,,,,,,,,,,,,,,,,,,,,
916,Polygon,Santana,CO15686,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.320472,0.005551,,,,,,,,,,,,,,,,,,,,,,,,,
917,Polygon,Santander de Quilichao,CO19698,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.358979,0.042079,,,,,,,,,,,,,,,,,,,,,,,,,
918,Polygon,Santiago,CO54680,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.667871,0.01414,,,,,,,,,,,,,,,,,,,,,,,,,
919,Polygon,Santiago,CO86760,<Null>,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,0.988142,0.02771,,,,,,,,,,,,,,,,,,,,,,,,,
920,Polygon,Santiago de Tolú,CO70820,Santiago de Tolu,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,0.980402,0.024896,,,,,,,,,,,,,,,,,,,,,,,,,
921,Polygon,Santo Domingo,CO05690,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.069476,0.021734,,,,,,,,,,,,,,,,,,,,,,,,,
922,Polygon,Santo Tomás,CO08685,Santo Tomas,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.444954,0.005372,,,,,,,,,,,,,,,,,,,,,,,,,
923,Polygon,Santuario,CO66687,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.880125,0.015547,,,,,,,,,,,,,,,,,,,,,,,,,
924,Polygon,Sapuyes,CO52720,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.659979,0.009351,,,,,,,,,,,,,,,,,,,,,,,,,
925,Polygon,Saravena,CO81736,<Null>,<Null>,<Null>,Arauca,CO81,Colombia,CO,1/1/18,4/16/20,<Null>,1.294126,0.077214,,,,,,,,,,,,,,,,,,,,,,,,,
926,Polygon,Sardinata,CO54720,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,2.619427,0.120397,,,,,,,,,,,,,,,,,,,,,,,,,
