OBJECTID *,Shape *,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area,,,,,,,,,,,,,,,,,,,,,,,,,
262,Polygon,Cubará,CO15223,Cubara,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.871867,0.096242,,,,,,,,,,,,,,,,,,,,,,,,,
263,Polygon,Cubarral,CO50223,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,2.075091,0.09427,,,,,,,,,,,,,,,,,,,,,,,,,
264,Polygon,Cucaita,CO15224,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.291959,0.003438,,,,,,,,,,,,,,,,,,,,,,,,,
265,Polygon,Cucunubá,CO25224,Cucunuba,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.555569,0.00896,,,,,,,,,,,,,,,,,,,,,,,,,
266,Polygon,Cucutilla,CO54223,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.885848,0.030699,,,,,,,,,,,,,,,,,,,,,,,,,
267,Polygon,Cuítiva,CO15226,Cuitiva,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.307678,0.003601,,,,,,,,,,,,,,,,,,,,,,,,,
268,Polygon,Cumaral,CO50226,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.871214,0.050909,,,,,,,,,,,,,,,,,,,,,,,,,
269,Polygon,Cumaribo,CO99773,<Null>,<Null>,<Null>,Vichada,CO99,Colombia,CO,1/1/18,4/16/20,<Null>,18.794383,5.30858,,,,,,,,,,,,,,,,,,,,,,,,,
270,Polygon,Cumbal,CO52227,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.397116,0.074029,,,,,,,,,,,,,,,,,,,,,,,,,
271,Polygon,Cumbitara,CO52233,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.214057,0.028758,,,,,,,,,,,,,,,,,,,,,,,,,
272,Polygon,Cunday,CO73226,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.231059,0.041323,,,,,,,,,,,,,,,,,,,,,,,,,
273,Polygon,Curillo,CO18205,<Null>,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,1.584926,0.032739,,,,,,,,,,,,,,,,,,,,,,,,,
274,Polygon,Curití,CO68229,Curiti,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.922767,0.019964,,,,,,,,,,,,,,,,,,,,,,,,,
275,Polygon,Curumaní,CO20228,Curumani,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.606253,0.075292,,,,,,,,,,,,,,,,,,,,,,,,,
276,Polygon,Dabeiba,CO05234,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,2.592756,0.159926,,,,,,,,,,,,,,,,,,,,,,,,,
277,Polygon,Dagua,CO76233,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,1.708902,0.074431,,,,,,,,,,,,,,,,,,,,,,,,,
278,Polygon,Dibulla,CO44090,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,2.030792,0.144786,,,,,,,,,,,,,,,,,,,,,,,,,
279,Polygon,Distracción,CO44098,Distraccion,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,0.901856,0.019169,,,,,,,,,,,,,,,,,,,,,,,,,
280,Polygon,Dolores,CO73236,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.875373,0.053058,,,,,,,,,,,,,,,,,,,,,,,,,
281,Polygon,Donmatías,CO05237,Donmatias,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.929838,0.016615,,,,,,,,,,,,,,,,,,,,,,,,,
282,Polygon,Dosquebradas,CO66170,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.36603,0.005713,,,,,,,,,,,,,,,,,,,,,,,,,
283,Polygon,Duitama,CO15238,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.959492,0.019105,,,,,,,,,,,,,,,,,,,,,,,,,
284,Polygon,Durania,CO54239,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.602009,0.014337,,,,,,,,,,,,,,,,,,,,,,,,,
285,Polygon,Ebéjico,CO05240,Ebejico,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.8016,0.019415,,,,,,,,,,,,,,,,,,,,,,,,,
286,Polygon,El Águila,CO76243,El Águila,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.740304,0.015295,,,,,,,,,,,,,,,,,,,,,,,,,
287,Polygon,El Bagre,CO05250,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,2.296655,0.127867,,,,,,,,,,,,,,,,,,,,,,,,,
288,Polygon,El Banco,CO47245,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.676812,0.067025,,,,,,,,,,,,,,,,,,,,,,,,,
289,Polygon,El Cairo,CO76246,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.617223,0.017436,,,,,,,,,,,,,,,,,,,,,,,,,
290,Polygon,El Calvario,CO50245,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,0.805093,0.022636,,,,,,,,,,,,,,,,,,,,,,,,,
291,Polygon,El Cantón del San Pablo,CO27135,El Canton del San Pablo,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.284573,0.030975,,,,,,,,,,,,,,,,,,,,,,,,,
292,Polygon,El Carmen,CO54245,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,3.214756,0.141994,,,,,,,,,,,,,,,,,,,,,,,,,
293,Polygon,El Carmen de Atrato,CO27245,<Null>,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.430906,0.067692,,,,,,,,,,,,,,,,,,,,,,,,,
294,Polygon,El Carmen de Bolívar,CO13244,El Carmen de Bolivar,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,2.068816,0.077934,,,,,,,,,,,,,,,,,,,,,,,,,
295,Polygon,El Carmen de Chucuri,CO68235,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.684277,0.07556,,,,,,,,,,,,,,,,,,,,,,,,,
296,Polygon,El Carmen de Viboral,CO05148,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.385921,0.034586,,,,,,,,,,,,,,,,,,,,,,,,,
297,Polygon,El Castillo,CO50251,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.117999,0.046252,,,,,,,,,,,,,,,,,,,,,,,,,
298,Polygon,El Cerrito,CO76248,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,1.528695,0.035921,,,,,,,,,,,,,,,,,,,,,,,,,
299,Polygon,El Charco,CO52250,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,4.305945,0.201627,,,,,,,,,,,,,,,,,,,,,,,,,
300,Polygon,El Cocuy,CO15244,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.715963,0.019464,,,,,,,,,,,,,,,,,,,,,,,,,
301,Polygon,El Colegio,CO25245,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.521233,0.009638,,,,,,,,,,,,,,,,,,,,,,,,,
302,Polygon,El Copey,CO20238,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.674995,0.078917,,,,,,,,,,,,,,,,,,,,,,,,,
303,Polygon,El Doncello,CO18247,<Null>,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,3.15437,0.089867,,,,,,,,,,,,,,,,,,,,,,,,,
304,Polygon,El Dorado,CO50270,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,0.436406,0.009552,,,,,,,,,,,,,,,,,,,,,,,,,
305,Polygon,El Dovio,CO76250,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.973534,0.019155,,,,,,,,,,,,,,,,,,,,,,,,,
306,Polygon,El Encanto,CO91263,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,8.052697,0.885325,,,,,,,,,,,,,,,,,,,,,,,,,
307,Polygon,El Espino,CO15248,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.338907,0.005669,,,,,,,,,,,,,,,,,,,,,,,,,
308,Polygon,El Guacamayo,CO68245,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.601337,0.007596,,,,,,,,,,,,,,,,,,,,,,,,,
309,Polygon,El Guamo,CO13248,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,0.897763,0.031593,,,,,,,,,,,,,,,,,,,,,,,,,
310,Polygon,El Litoral del San Juan,CO27250,<Null>,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,4.61631,0.335968,,,,,,,,,,,,,,,,,,,,,,,,,
311,Polygon,El Molino,CO44110,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,0.71005,0.020002,,,,,,,,,,,,,,,,,,,,,,,,,
312,Polygon,El Paso,CO20250,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,2.32463,0.067052,,,,,,,,,,,,,,,,,,,,,,,,,
313,Polygon,El Paujíl,CO18256,El Paujil,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,3.529316,0.100309,,,,,,,,,,,,,,,,,,,,,,,,,
314,Polygon,El Peñol,CO52254,El Penol,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.555019,0.009707,,,,,,,,,,,,,,,,,,,,,,,,,
315,Polygon,El Peñón,CO13268,El Penon,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,0.934839,0.026215,,,,,,,,,,,,,,,,,,,,,,,,,
316,Polygon,El Peñón,CO25258,El Penon,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.698074,0.010938,,,,,,,,,,,,,,,,,,,,,,,,,
317,Polygon,El Peñón,CO68250,El Penon,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.159203,0.03253,,,,,,,,,,,,,,,,,,,,,,,,,
318,Polygon,El Piñón,CO47258,El Pinon,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.17711,0.045986,,,,,,,,,,,,,,,,,,,,,,,,,
319,Polygon,El Playón,CO68255,El Playon,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.318415,0.037267,,,,,,,,,,,,,,,,,,,,,,,,,
320,Polygon,El Retén,CO47268,El Reten,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,0.964051,0.021664,,,,,,,,,,,,,,,,,,,,,,,,,
321,Polygon,El Retorno,CO95025,<Null>,<Null>,<Null>,Guaviare,CO95,Colombia,CO,1/1/18,4/16/20,<Null>,12.004829,1.009301,,,,,,,,,,,,,,,,,,,,,,,,,
322,Polygon,El Roble,CO70233,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.234219,0.016314,,,,,,,,,,,,,,,,,,,,,,,,,
323,Polygon,El Rosal,CO25260,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.422041,0.00711,,,,,,,,,,,,,,,,,,,,,,,,,
324,Polygon,El Rosario,CO52256,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.448478,0.042144,,,,,,,,,,,,,,,,,,,,,,,,,
325,Polygon,El Santuario,CO05697,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.60973,0.006815,,,,,,,,,,,,,,,,,,,,,,,,,
326,Polygon,El Tablón de Gómez,CO52258,El Tablon de Gomez,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.832653,0.024876,,,,,,,,,,,,,,,,,,,,,,,,,
327,Polygon,El Tambo,CO19256,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,3.130032,0.222195,,,,,,,,,,,,,,,,,,,,,,,,,
328,Polygon,El Tambo,CO52260,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.832827,0.020034,,,,,,,,,,,,,,,,,,,,,,,,,
329,Polygon,El Tarra,CO54250,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.421222,0.057828,,,,,,,,,,,,,,,,,,,,,,,,,
330,Polygon,El Zulia,CO54261,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.436974,0.041426,,,,,,,,,,,,,,,,,,,,,,,,,
331,Polygon,Elías,CO41244,Elias,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.517464,0.006532,,,,,,,,,,,,,,,,,,,,,,,,,
332,Polygon,Encino,CO68264,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.006334,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,
333,Polygon,Enciso,CO68266,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.43995,0.006115,,,,,,,,,,,,,,,,,,,,,,,,,
334,Polygon,Entrerríos,CO05264,Entrerrios,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.792398,0.017503,,,,,,,,,,,,,,,,,,,,,,,,,
335,Polygon,Envigado,CO05266,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.480262,0.006368,,,,,,,,,,,,,,,,,,,,,,,,,
336,Polygon,Espinal,CO73268,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.786023,0.01763,,,,,,,,,,,,,,,,,,,,,,,,,
337,Polygon,Facatativá,CO25269,Facatativa,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.670571,0.012882,,,,,,,,,,,,,,,,,,,,,,,,,
338,Polygon,Falan,CO73270,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.861762,0.014784,,,,,,,,,,,,,,,,,,,,,,,,,
339,Polygon,Filadelfia,CO17272,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.635061,0.015701,,,,,,,,,,,,,,,,,,,,,,,,,
340,Polygon,Filandia,CO63272,<Null>,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.653706,0.008679,,,,,,,,,,,,,,,,,,,,,,,,,
341,Polygon,Firavitoba,CO15272,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.504021,0.008922,,,,,,,,,,,,,,,,,,,,,,,,,
342,Polygon,Flandes,CO73275,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.501338,0.007884,,,,,,,,,,,,,,,,,,,,,,,,,
343,Polygon,Florencia,CO18001,<Null>,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,2.942508,0.206928,,,,,,,,,,,,,,,,,,,,,,,,,
344,Polygon,Florencia,CO19290,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.367595,0.004592,,,,,,,,,,,,,,,,,,,,,,,,,
345,Polygon,Floresta,CO15276,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.414793,0.007193,,,,,,,,,,,,,,,,,,,,,,,,,
346,Polygon,Florián,CO68271,Florian,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.892371,0.014419,,,,,,,,,,,,,,,,,,,,,,,,,
347,Polygon,Florida,CO76275,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,1.07644,0.032632,,,,,,,,,,,,,,,,,,,,,,,,,
348,Polygon,Floridablanca,CO68276,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.529697,0.008209,,,,,,,,,,,,,,,,,,,,,,,,,
349,Polygon,Fómeque,CO25279,Fomeque,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.992036,0.037498,,,,,,,,,,,,,,,,,,,,,,,,,
350,Polygon,Fonseca,CO44279,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,1.318603,0.039129,,,,,,,,,,,,,,,,,,,,,,,,,
351,Polygon,Fortul,CO81300,<Null>,<Null>,<Null>,Arauca,CO81,Colombia,CO,1/1/18,4/16/20,<Null>,2.056433,0.094611,,,,,,,,,,,,,,,,,,,,,,,,,
352,Polygon,Fosca,CO25281,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.518048,0.009059,,,,,,,,,,,,,,,,,,,,,,,,,
353,Polygon,Francisco Pizarro,CO52520,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.589643,0.042428,,,,,,,,,,,,,,,,,,,,,,,,,
354,Polygon,Fredonia,CO05282,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.865279,0.021059,,,,,,,,,,,,,,,,,,,,,,,,,
355,Polygon,Fresno,CO73283,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.848807,0.017912,,,,,,,,,,,,,,,,,,,,,,,,,
356,Polygon,Frontino,CO05284,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,2.388075,0.113024,,,,,,,,,,,,,,,,,,,,,,,,,
357,Polygon,Fuente de Oro,CO50287,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.44642,0.046463,,,,,,,,,,,,,,,,,,,,,,,,,
358,Polygon,Fundación,CO47288,Fundacion,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,2.788527,0.080255,,,,,,,,,,,,,,,,,,,,,,,,,
359,Polygon,Funes,CO52287,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.265079,0.031971,,,,,,,,,,,,,,,,,,,,,,,,,
360,Polygon,Funza,CO25286,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.409912,0.005523,,,,,,,,,,,,,,,,,,,,,,,,,
361,Polygon,Fúquene,CO25288,Fuquene,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.437688,0.00632,,,,,,,,,,,,,,,,,,,,,,,,,
362,Polygon,Fusagasugá,CO25290,Fusagasuga,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.026143,0.0158,,,,,,,,,,,,,,,,,,,,,,,,,
363,Polygon,Gachalá,CO25293,Gachala,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.103429,0.031375,,,,,,,,,,,,,,,,,,,,,,,,,
364,Polygon,Gachancipá,CO25295,Gachancipa,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.292826,0.003511,,,,,,,,,,,,,,,,,,,,,,,,,
365,Polygon,Gachantivá,CO15293,Gachantiva,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.497658,0.007197,,,,,,,,,,,,,,,,,,,,,,,,,
366,Polygon,Gachetá,CO25297,Gacheta,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.771919,0.021103,,,,,,,,,,,,,,,,,,,,,,,,,
367,Polygon,Galán,CO68296,Galan,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.65989,0.016495,,,,,,,,,,,,,,,,,,,,,,,,,
368,Polygon,Galapa,CO08296,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.422918,0.008062,,,,,,,,,,,,,,,,,,,,,,,,,
369,Polygon,Galeras,CO70235,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.123795,0.026468,,,,,,,,,,,,,,,,,,,,,,,,,
370,Polygon,Gama,CO25299,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.44698,0.008777,,,,,,,,,,,,,,,,,,,,,,,,,
371,Polygon,Gamarra,CO20295,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,0.994131,0.026831,,,,,,,,,,,,,,,,,,,,,,,,,
372,Polygon,Gámbita,CO68298,Gambita,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.458197,0.049663,,,,,,,,,,,,,,,,,,,,,,,,,
373,Polygon,Gámeza,CO15296,Gameza,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.634608,0.010093,,,,,,,,,,,,,,,,,,,,,,,,,
374,Polygon,Garagoa,CO15299,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.61018,0.015779,,,,,,,,,,,,,,,,,,,,,,,,,
375,Polygon,Garzón,CO41298,Garzon,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.36387,0.049275,,,,,,,,,,,,,,,,,,,,,,,,,
376,Polygon,Génova,CO63302,Genova,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.800514,0.024002,,,,,,,,,,,,,,,,,,,,,,,,,
377,Polygon,Gigante,CO41306,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.130648,0.040929,,,,,,,,,,,,,,,,,,,,,,,,,
378,Polygon,Ginebra,CO76306,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.757606,0.021848,,,,,,,,,,,,,,,,,,,,,,,,,
379,Polygon,Giraldo,CO05306,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.491327,0.007638,,,,,,,,,,,,,,,,,,,,,,,,,
380,Polygon,Girardot,CO25307,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.693036,0.010602,,,,,,,,,,,,,,,,,,,,,,,,,
381,Polygon,Girardota,CO05308,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.415671,0.006768,,,,,,,,,,,,,,,,,,,,,,,,,
382,Polygon,Girón,CO68307,Giron,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,2.010667,0.040342,,,,,,,,,,,,,,,,,,,,,,,,,
383,Polygon,Gómez Plata,CO05310,Gomez Plata,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.906549,0.02716,,,,,,,,,,,,,,,,,,,,,,,,,
384,Polygon,González,CO20310,Gonzalez,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,0.434873,0.005993,,,,,,,,,,,,,,,,,,,,,,,,,
385,Polygon,Gramalote,CO54313,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.673837,0.012214,,,,,,,,,,,,,,,,,,,,,,,,,
386,Polygon,Granada,CO05313,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.763961,0.015535,,,,,,,,,,,,,,,,,,,,,,,,,
387,Polygon,Granada,CO25312,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.390419,0.004947,,,,,,,,,,,,,,,,,,,,,,,,,
388,Polygon,Granada,CO50313,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.056629,0.028348,,,,,,,,,,,,,,,,,,,,,,,,,
389,Polygon,Guaca,CO68318,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.912538,0.024732,,,,,,,,,,,,,,,,,,,,,,,,,
390,Polygon,Guacamayas,CO15317,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.299985,0.004709,,,,,,,,,,,,,,,,,,,,,,,,,
391,Polygon,Guacarí,CO76318,Guacari,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.733474,0.01321,,,,,,,,,,,,,,,,,,,,,,,,,
392,Polygon,Guachené,CO19300,Guachene,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.633582,0.008031,,,,,,,,,,,,,,,,,,,,,,,,,
393,Polygon,Guachetá,CO25317,Guacheta,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.632315,0.013884,,,,,,,,,,,,,,,,,,,,,,,,,
394,Polygon,Guachucal,CO52317,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.718806,0.012596,,,,,,,,,,,,,,,,,,,,,,,,,
395,Polygon,Guadalajara de Buga,CO76111,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,2.006541,0.067158,,,,,,,,,,,,,,,,,,,,,,,,,
